DateTime,Open,High,Low,Close,Ticks(from bar),Volume(from bar),Delta_Close,Delta_Close,"Delta, %"
2025-10-23 20:00,6781,6781.75,6776.75,6779.5,1965,2216,-4,-4,-0.180505415
2025-10-23 20:30,6779.5,6781.75,6779,6781,1968,2205,1,1,0.045351474
2025-10-23 21:00,6781,6785.5,6780.75,6782.25,2650,3140,256,256,8.152866242
2025-10-23 21:30,6782,6785.25,6781,6784.75,1931,2168,132,132,6.088560886
2025-10-23 22:00,6784.75,6787,6783.5,6786.5,1830,2120,250,250,11.79245283
2025-10-23 22:30,6786.5,6786.75,6781.75,6783.25,2265,2649,-135,-135,-5.096262741
2025-10-23 23:00,6783.25,6787.5,6782.75,6787.5,1963,2365,49,49,2.071881607
2025-10-23 23:30,6787.5,6788.25,6786.5,6787.75,1554,1980,490,490,24.74747475
2025-10-24 0:00,6787.75,6788.25,6785.25,6787,1698,1949,65,65,3.335043612
2025-10-24 0:30,6786.75,6788.5,6785.75,6787.75,1174,1294,120,120,9.273570325
2025-10-24 1:00,6787.75,6790.75,6786.75,6789.75,1939,2638,968,968,36.6944655
2025-10-24 1:30,6789.75,6791.75,6788.5,6791.5,1834,2107,367,367,17.41813004
2025-10-24 2:00,6791.5,6798.25,6791,6797.5,4454,5543,107,107,1.93036262
2025-10-24 2:30,6797.25,6797.25,6793.75,6795,2591,3273,185,185,5.652306752
2025-10-24 3:00,6795.25,6795.5,6789.5,6791,4822,5592,32,32,0.572246066
2025-10-24 3:30,6791,6795.25,6787.5,6788.25,4699,5569,5,5,0.089782726
2025-10-24 4:00,6788.25,6789.25,6784,6787.25,6111,7319,-125,-125,-1.707883591
2025-10-24 4:30,6787.5,6793.5,6786.25,6789.75,4733,6478,1066,1066,16.4556962
2025-10-24 5:00,6789.5,6795.75,6789.25,6795.25,3726,4535,239,239,5.270121279
2025-10-24 5:30,6795,6798.75,6794,6794.5,4009,4990,-436,-436,-8.73747495
2025-10-24 6:00,6794.5,6797.75,6792.5,6794.75,3679,4684,-40,-40,-0.853970965
2025-10-24 6:30,6794.75,6797,6792.5,6793,3514,4238,14,14,0.330344502
2025-10-24 7:00,6793,6797,6792.5,6794.75,4214,5046,182,182,3.606817281
2025-10-24 7:30,6794.5,6799.75,6793.5,6797.5,5200,6913,1091,1091,15.78186026
2025-10-24 8:00,6797.75,6800,6793.75,6795.5,8537,11730,-76,-76,-0.647911338
2025-10-24 8:30,6795,6837.25,6792.5,6812.75,45018,58459,1175,1175,2.009955695
2025-10-24 9:00,6813,6822.5,6812.5,6820.75,19284,25537,7,7,0.027411207
2025-10-24 9:30,6820.75,6835,6812.5,6829.5,127830,165443,3851,3851,2.327689899
2025-10-24 10:00,6830,6835.5,6823.75,6824.25,82166,102140,4174,4174,4.086547875
2025-10-24 10:30,6824,6833,6815.25,6823,85031,109610,216,216,0.197062312
2025-10-24 11:00,6823,6841.25,6821,6838,60954,80053,4673,4673,5.837382734
2025-10-24 11:30,6838.25,6841,6831.5,6835.75,49258,65921,-1059,-1059,-1.606468348
2025-10-24 12:00,6835.75,6841.25,6834.75,6835.5,30818,39935,793,793,1.985726806
2025-10-24 12:30,6835.25,6839,6828.25,6836,34595,44826,462,462,1.030651854
2025-10-24 13:00,6835.75,6838.75,6832.75,6837,25376,31822,-1156,-1156,-3.632706932
2025-10-24 13:30,6837,6840.75,6835.75,6836.75,22255,29919,-699,-699,-2.336308032
2025-10-24 14:00,6836.75,6839.75,6834.75,6837.75,23789,32338,-520,-520,-1.608015338
